Page,Pageviews,Avg. Time on Page
/blog/the-second-screen-amplify-traditional-media-with-digital,2,0:00:00
/blog/web-page-loading-timeline,2,0:00:00
/blog/website-design-request-for-proposal-te,2,0:00:15
/blog/website-launch-next-steps,2,0:00:00
/blog/welcoming-two-new-nmc-team-members,2,0:00:44
/blog/what-i-learned-at-creative-south-2014,2,0:00:07
/blog/why-css-should-be-used-for-layout,2,0:00:58
/blog/writing-a-jquery-plugin,2,0:00:00
/blogresponsive-site-header,2,0:00:16
/categories/design?page=2,2,0:00:21
/categories/development?page=3,2,0:00:49
/categories/development?page=4,2,0:10:41
/categories/marketing?page=4,2,0:00:09
/categories/marketing?page=6,2,0:00:04
/cxzw/?p=797290,2,0:00:00
/home/markers,2,0:00:11
/jobs?page=62,2,0:00:11
/page/10-tips-for-writing-a-business-email,2,0:00:00
/page/advanced-medical-technologies-at-nc-state,2,0:00:00
/page/advising-corps,2,0:01:47
/page/ben-r-lujn,2,0:00:05
/page/content-management-software,2,0:00:03
/page/custom-design,2,0:00:03
/page/designing-for-the-mobile-web,2,0:00:00
/page/foster-friess,2,0:00:13
/page/highlighting-raleigh-with-a-jquery-microsite,2,0:00:00
/page/importance-of-well-designed-website,2,0:00:00
/page/insider-sports-marketing1,2,0:03:19
/page/larry-joe-doherty1,2,0:00:13
/page/lazy-development,2,0:00:20
/page/lucy-daniels-center,2,0:00:08
/page/new-media-and-the-future-of-television,2,0:00:00
/page/project-extra-mile1,2,0:00:00
/page/recess-framework,2,0:00:06
/page/seo-vs-ppc---which-provides-you-the-better-value?cache=off,2,0:00:00
/page/should-you-build-your-own-private-social-network,2,0:00:00
/page/the-8-minimum-requirements-for-seo-features-in-a-cms?cache=off,2,0:00:00
/page/the-long-lifespan-of-a-successful-blog-post,2,0:00:00
/page/three-tools-to-quickly-analyze-a-website-for-free,2,0:00:00
/page/twitter-for-business-the-basics,2,0:00:00
/page/ufcw-local-1500,2,0:00:00
/page/unc-admitted,2,0:00:58
/page/websites,2,0:00:09
/page/what-kind-of-airport-is-your-website,2,0:00:00
/page/why-we-love-open-source-software,2,0:00:00
/portfolio/ariana-kelly,2,0:00:15
/portfolio/career-partners-international,2,0:00:00
/portfolio/lamie-for-va-senate,2,0:00:00
/portfolio/national-center-for-learning-disabilities,2,0:00:33
/portfolio/roger-berliner,2,0:00:40
/shots/1614023-NMC-Services-Icons,2,0:01:36
/shots/1807605-Pacify-Homepage,2,0:00:00
/shots/1907888-Young-At-Heart-Website/attachments/326245,2,0:04:09
/shots/1998120-Stats-Sharing-Page/attachments/351085,2,0:00:00
/shots/1999968-Mandala-Logo-Mark,2,0:00:00
/shots/2051497-Data-Dashboard?list=searches&offset=10,2,0:00:00
/shots/2051497-Data-Dashboard?list=searches&tag=campaign&offset=197,2,0:00:05
/shots/2097697-Layout-UI-Kit?list=tags&tag=ui_kit,2,0:00:08
/shots/2097697-Layout-UI-Kit?list=users,2,0:00:05
/shots/2113853-Homepage-Concept?list=users&offset=0,2,0:00:08
/translate_c?depth=1&hl=es&prev=search&rurl=translate.google.com&sl=en&u=http://www.newmediacampaigns.com/blog/nicer-navigation-with-css-transitions&usg=ALkJrhiy3q-lSyFA-nc3ApODswVEncQLqA,2,0:01:57
/translate_c?depth=4&hl=pt-BR&prev=/search?q=Free+wordpress+Mobile+Website+Template+Samples&safe=active&sa=X&espv=210&es_sm=93&biw=1024&bih=643&rurl=translate.google.com&sl=en&u=http://www.newmediacampaigns.com/blog/nicer-navigation-with-css-transitions&usg=ALkJrhg5HzcF10CmZjBWZCJncaI67BsIyQ,2,0:01:31
/translate_c?depth=4&hl=pt-BR&prev=/search?q=Free+wordpress+Mobile+Website+Template+Samples&safe=active&sa=X&espv=210&es_sm=93&biw=1024&bih=643&rurl=translate.google.com&sl=en&u=http://www.newmediacampaigns.com/blog/nicer-navigation-with-css-transitions&usg=ALkJrhjy9XNXyK4cXoJqUa2lv5urtMYNVQ,2,0:15:19
/transpage?query=http://www.newmediacampaigns.com/page/nmcdropdown&from=en&to=zh&source=url,2,0:00:00
/web/20061205190439/http://www.newmediacampaigns.com/home/,2,0:00:02
/web/20090119053528/http://newmediacampaigns.com/page/the-hofmeister-kink-a-lasting-bmw-design-detail,2,0:00:01
/web/20100323230956/http://www.newmediacampaigns.com/,2,0:00:02
/web/20101128154202/http://www.newmediacampaigns.com/,2,0:00:00
/work/edmisten-webb-moore,2,0:00:00
/work/secu-family-house?sa=X&ved=0CC0Q9QEoADARahUKEwiqg9Cfp_nGAhXM6RQKHcI5BBA,2,0:02:40
/?d96a349c52fc4f68eea46a47ccb3d360=,1,0:00:00
/.git/,1,0:00:06
/10-reasons,1,0:00:00
/about?d96a349c52fc4f68eea46a47ccb3d360=,1,0:00:00
/about/alumni/eli-van-zoeren,1,0:00:00
/about/alumni/meghan-winterhalter,1,0:00:21
/about/alumni/tyler-pearson,1,0:00:00
/about/in-the-press/20-demos-showing-advanced-jquery-effects,1,0:00:00
/about/in-the-press/47-amazing-css3-animation-demos,1,0:00:00
/about/in-the-press/hifi-cms-website-featured-on-css-mania,1,0:00:00
/about/in-the-press/mother-earth-brewing-featured-on-css-beauty,1,0:00:23
/about/in-the-press/nmc-developer-s-slim-micro-framework-featured-in-php-application-prototyping-tutorial,1,0:00:00
/about/in-the-press/the-mystery-of-css-sprites-techniques-tools-and-tutorials,1,0:00:00
/about/in-the-press/vote-the-site---vote-for-your-favorite-political-website,1,0:00:00
/about/in-the-press/whos-using-jquery-templates,1,0:00:00
/about/news/new-media-campaigns-launches-raleigh-film-production-companys-website-,1,0:00:00
/about/news/nmc-announces-launch-of-website-for-ncdot-initiative,1,0:00:00
/about/news/nmc-builds-congressional-campaign-website-for-betty-sutton,1,0:05:01
/about/news/nmc-collaborates-with-three-ships-marketing-to-create-website,1,0:08:12
/about/news/nmc-designs-and-develops-ecommerce-site-on-magento,1,0:00:00
/about/news/nmc-designs-website-for-non-profit-ifc,1,0:00:01
/about/news/nmc-develops-b2b-healthcare-website-to-address-specific-needs,1,0:00:00
/about/news/nmc-generates-new-north-carolina-community-foundation-website,1,0:00:00
/about/news/nmc-launches-georgia-state-representative-campaign-website-for-ronnie-mabra,1,0:00:00
/about/news/nmc-launches-governors-campaign-website-design,1,0:00:22
/about/news/nmc-launches-harris-cloud-computing-microsite,1,0:00:00
/about/news/nmc-launches-new-website-design-for-california-non-profit,1,0:00:00
/about/news/nmc-launches-site-for-local-law-firm-batten-lee,1,0:00:08
/about/news/nmc-launches-website-for-estrogen-therapy-gel-estrogel,1,0:00:00
/about/news/nmc-launches-website-for-know-love,1,0:00:00
/about/news/nmc-launches-website-for-tar-heel-monthly,1,0:00:00
/about/news/nmc-partners-with-durham-ad-agency-to-launch-new-site,1,0:00:28
/about/news/ohio-candidate-turns-to-nmc-for-state-representative-website-design,1,0:02:43
/about/news/sports-marketing-company-launches-new-website,1,0:00:00
/about/team/kris-jordan/all,1,0:00:02
/b2b,1,0:00:06
/blog-drafts,1,0:00:00
/blog?page=22,1,0:00:27
/blog?page=23,1,0:01:01
/blog?page=24,1,0:00:02
/blog?page=25,1,0:00:15
/blog?page=26,1,0:00:09
/blog?page=27,1,0:00:23
/blog?page=28,1,0:02:22
/blog?page=29,1,0:00:25
/blog?page=30,1,0:00:24
/blog?page=31,1,0:00:16
/blog?page=32,1,0:00:38
/blog?page=33,1,0:00:28
/blog?page=34,1,0:00:24
/blog?page=35,1,0:00:19
/blog?page=36,1,0:00:20
/blog?page=37,1,0:00:18
/blog?page=38,1,0:00:18
/blog?page=39,1,0:00:26
/blog?page=40,1,0:00:27
/blog?page=41,1,0:00:24
/blog?page=42,1,0:00:20
/blog?page=43,1,0:00:26
/blog?page=44,1,0:00:17
/blog?page=45,1,0:03:39
/blog?page=46,1,0:00:20
/blog?page=47,1,0:00:26
/blog?page=48,1,0:00:11
/blog?page=49,1,0:00:17
/blog?page=50,1,0:00:18
/blog?page=51,1,0:00:19
/blog?page=52,1,0:00:31
/blog?page=53,1,0:00:20
/blog?page=54,1,0:00:27
/blog?page=55,1,0:00:18
/blog?page=56,1,0:00:18
/blog?page=57,1,0:00:23
/blog?page=58,1,0:01:25
/blog?page=59,1,0:00:21
/blog?page=60,1,0:02:12
/blog?page=61,1,0:00:15
/blog?page=62,1,0:00:31
/blog?page=63,1,0:00:00
/blog/<,1,0:02:08
/blog/10-common-mistakes,1,0:00:09
/blog/10-common-mistakes-non-profit-organizations-make-with-facebook-pages?cache=off,1,0:00:00
/blog/10-common-mistakes-political-campaigns-make-with-facebook-pages?sa=X&ved=0CAsQ9QEoADAAahUKEwjIj4HP_PLGAhXHXBQKHVx6CSc,1,0:00:00
/blog/10-common-mistakes-political-campaigns-make-with-facebook-pages?sa=X&ved=0CAsQ9QEoADAAahUKEwjo8aaR2PjGAhWDqh4KHbvmAPs,1,0:00:00
/blog/10-common-mistakes-political-campaigns-make-with-facebook-pages?sa=X&ved=0CAsQ9QEoADAAahUKEwjpvM-izfrGAhXDVxQKHdfxBNQ,1,0:00:00
/blog/10-common-mistakes-political-campaigns-make-with-facebook-pages?sa=X&ved=0CB0Q9QEwCGoVChMIiYSD_cb9xgIVzpmICh1TNw61,1,0:00:00
/blog/10-common-mistakes-political-campaigns-make-with-facebook-pages?sa=X&ved=0CBkQ9QEwCGoVChMI6cWhpO73xgIVjJGOCh3sygyd,1,0:00:00
/blog/10-common-mistakes-political-campaigns-make-with-facebook-pages?sa=X&ved=0CBUQ9QEwAGoVChMI-oKEm7TzxgIVyZnbCh0WpQaK,1,0:00:00
/blog/10-common-mistakes-political-campaigns-make-with-facebook-pages?sa=X&ved=0CBwQ9QEwA2oVChMIpZuekeD7xgIVpJ9yCh101ALQ,1,0:00:00
/blog/10-common-mistakes-political-campaigns-make-with-facebook-pages?sa=X&ved=0CBYQ9QEwAGoVChMI1MHTzJjwxgIVZSWmCh1z1wx7,1,0:00:00
/blog/10-common-mistakes-political-campaigns-make-with-facebook-pages?sa=X&ved=0CCkQ9QEwCGoVChMI4ejRxI2AxwIVzgWOCh1fVw--,1,0:00:00
/blog/10-common-mistakes-political-campaigns-make-with-facebook-pages?sa=X&ved=0CCoQ9QEwCWoVChMIgbGAvqqAxwIVQbYUCh1bmAUu,1,0:00:00
/blog/10-common-mistakes-political-campaigns-make-with-facebook-pages?sa=X&ved=0CCQQ9QEwCmoVChMI1quf8-_1xgIVB24UCh3GiQnG,1,0:00:00
/blog/10-common-mistakes-political-campaigns-make-with-facebook-pages?sa=X&ved=0CDIQ9QEwC2oVChMIxoHfoPzyxgIVAbAUCh1beADM,1,0:00:00
/blog/a-jquery-flickr-feed-plugin),1,0:00:30
/blog/add-text-to-an-image-with-php?cache=off,1,0:00:00
/blog/agency-reading-list,1,0:00:00
/blog/an-interview-with-the-founder-of-slim-php-framework-our-josh-lockhart?cache=off,1,0:00:00
/blog/better-with-age,1,0:00:00
/blog/blogging-for-seo-keyword-research?cache=off,1,0:01:29
/blog/blogging-for-seo-keyword-targeting?cache=off,1,0:00:00
/blog/blogging-for-seo-link-building,1,0:00:00
/blog/browser-rest-http-accept-headers:,1,0:00:12
/blog/browser-rest-http-accept-headers?wb48617274=5290DE2C,1,0:00:00
/blog/can-a-new-website-improve-your-google-content-quality-score?cache=off,1,0:00:00
/blog/creative-south-2013-applying-the-inspiration,1,0:01:39
/blog/docker + elk,1,0:00:00
/blog/examples-of-animation-in-web-design?cache=off,1,0:00:00
/blog/examples-of-animation-in-web-designhttp://docs.macaw.co/,1,0:00:00
/blog/focus-on-your-menu-for-tomorrow,1,0:00:00
/blog/functional-programming-talk,1,0:00:00
/blog/google-analytics-ab-split-test-tutorial?cache=off,1,0:00:00
/blog/inbound-links,1,0:00:00
/blog/interview-with-northstar-foundation,1,0:00:00
/blog/lazyytjs-a-jquery-plugin-to-lazy-load-youtube-videos?cache=off,1,0:06:15
/blog/linkedin-company-pages-recommendation-feature,1,0:07:10
/blog/marketing-agencies-and-web-design-firms?cache=off,1,0:00:00
/blog/new-media-campaigns-new-website,1,0:00:00
/blog/nice...,1,0:00:00
/blog/nicer-navigation-with-css-transitions-part-2?cache=off,1,0:00:00
/blog/nicer-navigation-with-css-transitions-part-2For,1,0:00:17
/blog/nmc-client-mark-herring-wins-closest-statewide-race-in-virginia-history,1,0:00:20
/blog/one-of-best-congressional-websites-in-2010,1,0:00:00
/blog/our-free-north-carolina-press-release-distribution-site-at-2-and-a-half-years-old?cache=off,1,0:00:00
/blog/quickly-embed-ngp-van-forms-on-campaign-websites,1,0:00:00
/blog/recapping-the-2014-nctech4good-conference,1,0:00:00
/blog/refactoring-react-components-to-es6-classes?cache=off,1,0:00:00
/blog/unveiling-our-new-case-study-format,1,0:00:19
/blog/web-design-development-trends-youll-see-in-2015?_sm_au_=iTjjVDL5Sq1H81tR,1,0:00:00
/blog/web-design-development-trends-youll-see-in-2016,1,0:04:15
/blog/were-hiring-front-end-developer-wanted,1,0:01:42
/blog/winning-2010-political-campaign-websites,1,0:00:00
/blog/writing-effective-meta-description,1,0:00:00
/blog/writing-effective-meta-descriptions?cache=off,1,0:00:00
/blog/writing-effective-meta-descriptionshttp://www.healthpoint.co.nz/public/palliative-care/auckland-dhb-palliative-care/,1,0:00:00
/c,1,0:00:04
/careers,1,0:00:05
/categories/development?page=10,1,0:00:00
/categories/development?page=11,1,0:00:15
/categories/development?page=5,1,0:00:08
/categories/development?page=6,1,0:03:31
/categories/development?page=7,1,0:00:00
/categories/development?page=8,1,0:00:03
/categories/development?page=9,1,0:02:57
/content-management-software,1,0:00:16
/eucerin_club,1,0:00:00
/files/posts/filterable/,1,0:00:00
/files/posts/filterable/filterable.html,1,0:00:06
/files/posts/jflickrfeed/example.html,1,0:00:00
/files/posts/jquery-calendar/demo/frontend,1,0:00:00
/home/churches,1,0:00:11
/home/photographs,1,0:00:09
/jobs?page=12,1,0:00:00
/jobs?page=56,1,0:00:00
/jobs?page=64,1,0:00:00
/jobs?page=65,1,0:04:09
/jobs?page=73,1,0:00:00
/jobs?page=78,1,0:00:02
/jobs?page=97,1,0:00:00
/mobile/,1,0:00:00
/nilo/,1,0:00:00
/nmc?page=2,1,0:00:00
/page/4-impressive-ways-people-have-used-twitter-to-help-their-cause,1,0:00:00
/page/5-ways-for-non-profit-websites-to-improve-search-engine-optimization,1,0:00:00
/page/analyzing-the-traffic-sources-of-a-successful-blog,1,0:00:00
/page/challenges-of-transitioning-from-traditional-to-interactive-agency,1,0:00:00
/page/charlotte-web-design,1,0:00:00
/page/dont-celebrate-early-internet-explorer-6-still-lives,1,0:00:00
/page/easy-ways-to-conduct-free-competitive-research-online,1,0:00:00
/page/example-of-landing-page-design-,1,0:00:00
/page/factors-in-pricing-website-design,1,0:00:00
/page/first-impressions-with-five-second-test,1,0:00:00
/page/friends-of-wake-county1,1,0:00:00
/page/front-end-developer-wanted,1,0:00:41
/page/geotargeting-a-raleigh-seo-campaign,1,0:00:00
/page/happikins,1,0:00:00
/page/how-to-create-a-blog-with-recess-framework-part2,1,0:00:03
/page/how-to-create-a-blog-with-recess-php-framework-part1,1,0:00:06
/page/how-to-create-a-blog-with-recess-php-framework-part2?sa=X&ved=0CDEQ9QEwDzgUahUKEwi7qqvD9PXGAhWCmJQKHbaCCAU,1,0:00:00
/page/important-strategies-online-political-advertising,1,0:00:00
/page/install-pear-phpunit-xdebug-on-macosx-snow-leopard?cache=off,1,0:00:00
/page/kansas-house-democrats,1,0:00:10
/page/more-than-doodles-how-notebooking-leads-to-great-ideas?sa=X&ved=0CBEQ9QEoADADahUKEwib2Man_vLGAhWBdh4KHc-tARc,1,0:00:00
/page/moving-your-script-tags-the-quickest-way-to-improve-site-performance,1,0:00:00
/page/nc-headlines-online-news-release,1,0:01:47
/page/new-website-launched-for-recess-php-framework,1,0:00:00
/page/nmcformhelper?ref=dzone,1,0:00:13
/page/obama-website-avoids-alienating-slow-connections-with-simple-css-technique,1,0:00:00
/page/pr-2020,1,0:06:47
/page/rejuvenate-medspa,1,0:00:09
/page/relaxing-the-database-with-couchdb,1,0:00:00
/page/review-of-microsoft-townhall-social-media-platform-for-politics,1,0:00:00
/page/selling-a-date-a-case-study-in-facebook-advertising,1,0:01:14
/page/services,1,0:00:00
/page/social-media-should-be-embraced-through-an-entire-organization,1,0:00:00
/page/stephanie-miner-for-mayor,1,0:00:00
/page/summer-orientation-a-little-schooling-for-the-company,1,0:00:00
/page/the-advantages-of-placing-content-in-different-channels,1,0:00:00
/page/the-hofmeister-kink-a-lasting-bmw-design-detail?sa=X&ved=0CBUQ9QEwAGoVChMItJuVqbH9xgIVBZCUCh3Nrgf0,1,0:00:00
/page/the-most-popular-content-on-political-websites-near-election-day,1,0:00:06
/page/the-success-of-our-microsite-marketing-strategy,1,0:00:00
/page/tools-to-build-better-websites,1,0:02:39
/page/tough-times-squeezing-your-marketing-budget-invest-online,1,0:00:00
/page/what-to-include-on-a-custom-404-page,1,0:00:00
/page/when-companies-dont-fear-customer-support-everybody-wins,1,0:01:59
/page/whites-lumber,1,0:00:00
/page/why-we-decided-to-split-our-blog-in-two,1,0:00:00
/page/writing-a-jquery-plugin,1,0:00:00
/people/ashley-kincaid,1,0:00:00
/portfolio/carvel-property-development,1,0:00:24
/portfolio/health-decisions,1,0:00:00
/portfolio/john-d-amico,1,0:00:00
/portfolio/keith-sutton-for-wake-county-school-board,1,0:00:00
/portfolio/lorena-garcia,1,0:00:00
/portfolio/marine-debris-solutions,1,0:00:00
/portfolio/otis-rolley,1,0:00:00
/portfolio/relaunched-site-for-unc-entrepreneurship-minor,1,0:00:00
/portfolio/true-north-groups,1,0:00:00
/portfolio/unc-geology-department,1,0:00:00
/pproxy/miniProxy.php/http://www.newmediacampaigns.com/page/install-pear-phpunit-xdebug-on-macosx-snow-leopard,1,0:00:00
/search?q=cache:BTUs1QWEnsUJ:www.newmediacampaigns.com/services/political-website-design+&cd=8&hl=en&ct=clnk&gl=us&client=firefox,1,0:00:00
/search?q=cache:Clm6JRl6fUwJ:www.newmediacampaigns.com/blog/switching-to-sketch-for-your-project+&cd=14&hl=ja&ct=clnk&gl=jp&client=safari,1,0:00:00
/search?q=cache:http://www.newmediacampaigns.com,1,0:00:00
/services-b/political-website-design,1,0:00:07
/services.html,1,0:00:05
/services/agency-partnership-program/thank-you-for-reaching-out,1,0:00:15
/services/agency7partnership7program$$,1,0:00:03
/services/content-management-system,1,0:00:00
/services/content-management-systems/wordpress-website-development,1,0:05:30
/services/features?page=18,1,0:00:00
/services/features?page=69,1,0:00:00
/services/features?page=81,1,0:02:06
/services/features?page=91,1,0:00:00
/services/features?page=94,1,0:00:00
/services/political-campaign-websites,1,0:00:00
/shots/1514524-Sometimes-dreams-do-come-true?list=searches&offset=163,1,0:00:00
/shots/1518505-Scott-Peters-for-Congress?list=searches&offset=292,1,0:00:07
/shots/1518505-Scott-Peters-for-Congress?list=searches&offset=300,1,0:00:00
/shots/1518505-Scott-Peters-for-Congress?list=searches&tag=elections,1,0:00:00
/shots/1518505-Scott-Peters-for-Congress?list=users&offset=66,1,0:00:00
/shots/1614023-NMC-Services-Icons?list=searches&tag=mobile_marketing,1,0:00:00
/shots/1773151-Running-Store-Homepage,1,0:00:02
/shots/1803731-The-Cutest-Homepage-You-ll-Ever-See?list=searches&tag=pet_website&offset=32,1,0:00:00
/shots/1803731-The-Cutest-Homepage-You-ll-Ever-See?list=users&offset=93,1,0:00:00
/shots/1903632-Fleet-Feet-Wireframe-v2?list=searches&tag=website_wireframe,1,0:00:00
/shots/1903632-Fleet-Feet-Wireframe-v2?list=users&offset=52,1,0:00:00
/shots/1906383-Fleet-Feet-Homepage-Mockup-v1?list=tags&tag=shoe&offset=332,1,0:00:00
/shots/1907888-Young-At-Heart-Website?list=searches&offset=129,1,0:00:00
/shots/1907888-Young-At-Heart-Website?list=searches&tag=non_profit&offset=247,1,0:00:00
/shots/1907888-Young-At-Heart-Website?list=searches&tag=pet_web&offset=26,1,0:00:03
/shots/1907888-Young-At-Heart-Website?list=searches&tag=pet_website,1,0:00:00
/shots/1910982-Jr-Designer?list=users,1,0:00:00
/shots/1910982-Jr-Designer?list=users&offset=37?list=users,1,0:00:00
/shots/1990353-Grid-Homepage-Feature?list=searches,1,0:00:00
/shots/1990353-Grid-Homepage-Feature?list=searches&offset=2,1,0:00:00
/shots/1990353-Grid-Homepage-Feature?list=searches&offset=21,1,0:00:00
/shots/1990353-Grid-Homepage-Feature?list=searches&offset=333,1,0:00:00
/shots/1990353-Grid-Homepage-Feature?list=searches&offset=334,1,0:00:00
/shots/1990353-Grid-Homepage-Feature?list=searches&offset=487,1,0:00:00
/shots/1990353-Grid-Homepage-Feature?list=searches&tag=consulting&offset=155,1,0:00:00
/shots/1990353-Grid-Homepage-Feature?list=users&offset=11,1,0:00:00
/shots/1990353-Grid-Homepage-Feature?list=users&offset=35,1,0:00:01
/shots/1998120-Stats-Sharing-Page?list=searches&offset=27,1,0:00:00
/shots/1998120-Stats-Sharing-Page?list=searches&tag=ranking,1,0:00:00
/shots/2051497-Data-Dashboard?list=searches&offset=316,1,0:00:00
/shots/2097697-Layout-UI-Kit?list=searches&offset=111,1,0:00:00
/shots/2097697-Layout-UI-Kit?list=searches&offset=294,1,0:00:00
/shots/2097697-Layout-UI-Kit/attachments/378621,1,0:18:47
/shots/2102733-Pinwheel?list=suggestions,1,0:00:00
/shots/2102733-Pinwheel?list=users,1,0:00:00
/shots/2113853-Homepage-Concept?list=searches&tag=political,1,0:00:00
/shots/2113853-Homepage-Concept?list=searches&tag=political&offset=341,1,0:05:30
/shots/2113853-Homepage-Concept?list=users,1,0:00:09
/shots/2161186-Front-End-Developer?list=searches&tag=hiring,1,0:00:00
/support/email/enable-new-media-campaigns-email-in-microsoft-outlook,1,0:00:00
/support/forms/building-a-form,1,0:00:00
/translate_c?depth=1&hl=de&prev=search&rurl=translate.google.de&sl=en&u=http://www.newmediacampaigns.com/page/create-a-jquery-calendar-with-ajax-php-and-a-remote-data-source&usg=ALkJrhhwzelRW75n5gKqUxBXkCB2ypfrWA,1,0:00:00
/translate_c?depth=1&hl=en&ie=UTF8&langpair=auto|bg&rurl=translate.google.com&tbb=1&u=http://www.newmediacampaigns.com/blog/html-forms-the-right-ways&usg=ALkJrhjJyp1RaDA6JRpDyRrP922gD4OKQQ,1,0:00:00
/translate_c?depth=1&hl=en&rurl=translate.google.com&tl=pl&u=http://www.newmediacampaigns.com/blog/a-jquery-flickr-feed-plugin&usg=ALkJrhiul1nfGrAGVbTIzumpXyvMN-1qiw,1,0:00:00
/translate_c?depth=1&hl=es&prev=search&rurl=translate.google.cl&sl=en&u=http://www.newmediacampaigns.com/blog/website-design-request-for-proposal-template-tips&usg=ALkJrhg9KPKzL_hpy7BRPfRdfBSiqQP_RA,1,0:00:00
/translate_c?depth=1&hl=es&prev=search&rurl=translate.google.com.mx&sl=en&u=http://www.newmediacampaigns.com/blog/browser-rest-http-accept-headers&usg=ALkJrhgHbVz9oBG6j6ppbFybxCkUQp4JvQ,1,0:00:00
/translate_c?depth=1&hl=es&prev=search&rurl=translate.google.com&sl=en&u=http://www.newmediacampaigns.com/blog/browser-rest-http-accept-headers&usg=ALkJrhjJIVz1imJAY6yGGXRduk8f7rc_Gg,1,0:00:00
/translate_c?depth=1&hl=fi&prev=search&rurl=translate.google.fi&sl=en&u=http://www.newmediacampaigns.com/blog/nicer-navigation-with-css-transitions-part-2&usg=ALkJrhi3TuSwhq6g3NhL3cKiK-XuVeLgVA,1,0:00:00
/translate_c?depth=1&hl=fr&prev=search&rurl=translate.google.fr&sl=en&u=http://www.newmediacampaigns.com/blog/Automatic-file-minification-on-nginx&usg=ALkJrhgMi_PB_64m6AjHL1Wy9jlFv3yiaQ,1,0:00:00
/translate_c?depth=1&hl=fr&prev=search&rurl=translate.google.fr&sl=en&u=http://www.newmediacampaigns.com/blog/building-an-indeed-job-search-page-on-your-site&usg=ALkJrhgKj6dTxY6riLTB4HR1rBFHSofrkA,1,0:00:00
/translate_c?depth=1&hl=pl&prev=search&rurl=translate.google.pl&sl=en&u=http://www.newmediacampaigns.com/page/install-pear-phpunit-xdebug-on-macosx-snow-leopard&usg=ALkJrhgPBf-ZAYVYAxmclLJRAikeUNO3FA,1,0:00:00
/translate_c?depth=1&hl=pt-BR&prev=search&rurl=translate.google.com.br&sl=en&u=http://www.newmediacampaigns.com/blog/a-jquery-flickr-feed-plugin&usg=ALkJrhjWWcEfq9TqoMhyTP-R5Cttx9JvQw,1,0:00:00
/translate_c?depth=1&hl=ru&prev=search&rurl=translate.google.by&sl=en&u=http://www.newmediacampaigns.com/blog/gmail-customization-tips&usg=ALkJrhjHckoPHO4LJuXlGtyf5SKFhiERtQ,1,0:00:00
/translate_c?depth=1&hl=zh-CN&prev=search&rurl=translate.google.com.hk&sl=en&u=http://www.newmediacampaigns.com/blog/edit-the-default-artboard-presets-in-sketch-3&usg=ALkJrhgCTuksotBMMuFHGfLAjjCUzFX25g,1,0:00:00
/translate_c?depth=1&hl=zh-TW&prev=search&rurl=translate.google.com.tw&sl=en&u=http://www.newmediacampaigns.com/blog/examples-of-great-non-profit-web-design&usg=ALkJrhggb3uzcNZEshTNsFH-KMbvdDSOiQ,1,0:00:00
/url/www.newmediacampaigns.com/page/install-pear-phpunit-xdebug-on-macosx-snow-leopard,1,0:00:00
/work?d96a349c52fc4f68eea46a47ccb3d360=,1,0:00:31
/work.html,1,0:00:07
/work.phpasad,1,0:00:00
/work/doctors-for-america,1,0:00:46
/work/leticia-van-de-putte-for-mayo,1,0:00:00
/work/ncsu-ies,1,0:00:00
/work/north-carolinas-southeast,1,0:01:40
/work/strategic-decisions-group,1,0:00:00
/work/uaw-gimme5,1,0:16:06
/wp-admin,1,0:00:13
/wp-login,1,0:00:00
